Year,Police_Department,Officers_per_10K_Population,Officers,Total_Employees_per_10K_Population,Total_Employees,Population
2016,"Farmington, Connecticut",17.5,45,23.8,61,25714.28571
2016,"Knoxville, Tennessee",20.2,377,24.9,465,186633.6634
2016,"Erie, Pennsylvania",17.1,169,19.3,191,98830.40936
2016,"Quincy, Illinois",17.2,70,20.3,83,40697.67442
2016,"Plymouth, Massachusetts",20.1,119,22.7,134,59203.9801
2016,"El Cerrito, California",15.9,40,18.6,47,25157.2327
2016,"North Port, Florida",15.5,98,20,127,63225.80645
2016,"North Attleboro, Massachusetts",15.2,44,20,58,28947.36842
2016,"McCandless, Pennsylvania",9.7,28,10.4,30,28865.97938
2016,"Albany, Georgia",21.8,162,25,186,74311.92661
2016,"Greenville, South Carolina",27.7,182,35,230,65703.97112
2016,"Dearborn Heights, Michigan",14.9,83,17,95,55704.69799
2016,"Davis, California",8.8,60,13.4,91,68181.81818
2016,"Union Township, Clermont County, Ohio",10,48,12.9,62,48000
2016,"Jacksonville, North Carolina",17.2,115,21.4,143,66860.46512
2016,"Des Moines, Iowa",16.2,343,21.1,446,211728.3951
2016,"Indio, California",7.1,63,11.1,99,88732.39437
2016,"Windsor, Connecticut",18.6,54,23.1,67,29032.25806
2016,"Norwalk, Connecticut",19.9,177,24.4,217,88944.72362
2016,"Saratoga Springs, New York",26.1,73,30.7,86,27969.34866
2016,"University Park, Texas",15.5,39,21.1,53,25161.29032
2016,"Monroeville, Pennsylvania",15.6,44,18.8,53,28205.12821
2016,"Lincoln, California",4.2,20,5.7,27,47619.04762
2016,"Goose Creek, South Carolina",15.2,63,21.7,90,41447.36842
2016,"Clinton, Iowa",15.4,40,17.8,46,25974.02597
2016,"Ramsey, Minnesota",9.1,24,10.3,27,26373.62637
2016,"Miramar, Florida",14.5,203,19.4,272,140000
2016,"Hendersonville, Tennessee",18.4,105,23.2,132,57065.21739
2016,"Bay City, Michigan",14.5,49,15.7,53,33793.10345
2016,"Monterey, California",15.1,43,21.4,61,28476.82119
2016,"Cibolo, Texas",11.4,32,13.2,37,28070.17544
2016,"Lancaster, Texas",12.2,48,14.5,57,39344.2623
2016,"Dubuque, Iowa",17.1,101,18.3,108,59064.32749
2016,"Coppell, Texas",14.9,62,16.6,69,41610.73826
2016,"Santa Ana, California",9.2,310,15.5,523,336956.5217
2016,"New Haven, Connecticut",34.8,454,39,509,130459.7701
2016,"Juneau, Alaska",15.2,50,24.9,82,32894.73684
2016,"Edison Township, New Jersey",17.2,177,22,226,102906.9767
2016,"Greeley, Colorado",14.1,145,19.1,196,102836.8794
2016,"Sandusky, Ohio",18.7,47,19.5,49,25133.68984
2016,"Rome, Georgia",24.5,89,26.7,97,36326.53061
2016,"Lower Providence Township, Pennsylvania",11.8,31,12.5,33,26271.18644
2016,"Mishawaka, Indiana",22.2,107,25.1,121,48198.1982
2016,"Bend, Oregon",9.7,87,12.9,115,89690.72165
2016,"Redmond, Oregon",12.3,36,15.4,45,29268.29268
2016,"Oakland, California",17.6,750,24.6,"1,046",426136.3636
2016,"Bloomfield, New Jersey",25.1,121,30.3,146,48207.17131
2016,"Beverly, Massachusetts",16.5,68,17.4,72,41212.12121
2016,"Merced, California",10.7,89,15,125,83177.57009
2016,"Delray Beach, Florida",23,155,31.6,213,67391.30435
2016,"Carrollton, Georgia",23.7,63,28.6,76,26582.27848
2016,"Pocono Mountain Regional, Pennsylvania",9.7,41,10.9,46,42268.04124
2016,"Addison, Illinois",17.7,66,31.9,119,37288.13559
2016,"North Little Rock, Arkansas",26.4,178,31.9,215,67424.24242
2016,"Corvallis, Oregon",10,56,16.1,90,56000
2016,"Bremerton, Washington",13.8,55,16.8,67,39855.07246
2016,"Bryan, Texas",16.9,141,21.4,178,83431.95266
2016,"Fort Worth, Texas",18.4,"1,566",23.6,"2,007",851086.9565
2016,"Vernon, Connecticut",16.9,49,22.1,64,28994.08284
2016,"Chattanooga, Tennessee",24.4,434,29.4,523,177868.8525
2016,"Tulsa, Oklahoma",18.4,747,22.5,912,405978.2609
2016,"Plymouth, Minnesota",9.4,72,11.4,88,76595.74468
2016,"Newburgh Town, New York",14.9,46,18.1,56,30872.48322
2016,"West Chester Township, Ohio",13.6,83,17.4,106,61029.41176
2016,"Mount Laurel Township, New Jersey",14.6,61,16.5,69,41780.82192
2016,"Willingboro Township, New Jersey",20.8,65,24,75,31250
2016,"Jackson, Tennessee",31.6,212,38.2,256,67088.60759
2016,"Temple, Texas",19.6,144,24.2,178,73469.38776
2016,"Beavercreek, Ohio",10.1,47,13.1,61,46534.65347
2016,"Waterbury, Connecticut",25.1,272,29.1,316,108366.5339
2016,"Brawley, California",13.8,36,19.2,50,26086.95652
2016,"Manchester, New Hampshire",20.9,231,26.1,288,110526.3158
2016,"Scottsdale, Arizona",16.6,401,26.3,633,241566.2651
2016,"North Andover, Massachusetts",13.4,40,17.1,51,29850.74627
2016,"Lower Merion Township, Pennsylvania",22.5,131,25.1,146,58222.22222
2016,"Azusa, California",11.3,57,18.7,94,50442.47788
2016,"Warner Robins, Georgia",14,104,19.6,146,74285.71429
2016,"Carol Stream, Illinois",14.8,60,20.3,82,40540.54054
2016,"Milford, Connecticut",21.6,116,25.7,138,53703.7037
2016,"West Valley, Utah",13.9,191,16.8,231,137410.0719
2016,"Chula Vista, California",8.3,225,11.3,305,271084.3373
2016,"Texas City, Texas",12.7,61,17,82,48031.49606
2016,"Richfield, Minnesota",11.5,42,13.7,50,36521.73913
2016,"Redford Township, Michigan",11.9,56,13.8,65,47058.82353
2016,"Miami Township, Montgomery County, Ohio",13,38,15.4,45,29230.76923
2016,"Clearwater, Florida",20.3,231,30.9,352,113793.1034
2016,"Mount Pleasant, South Carolina",17.3,146,19.8,167,84393.06358
2016,"Ballwin, Missouri",15.7,48,19.3,59,30573.24841
2016,"Port Orange, Florida",14,85,16.4,99,60714.28571
2016,"Big Spring, Texas",11.6,34,17.5,51,29310.34483
2016,"South San Francisco, California",11.8,80,16.2,110,67796.61017
2016,"Newburgh, New York",30.5,86,35.1,99,28196.72131
2016,"Winona, Minnesota",14.1,38,15.6,42,26950.35461
2016,"Colorado Springs, Colorado",13.9,645,19.9,924,464028.777
2016,"Huntsville, Alabama",26,500,31.5,606,192307.6923
2016,"Lemoore, California",12,31,14.7,38,25833.33333
2016,"West Allis, Wisconsin",20.8,126,25.3,153,60576.92308
2016,"Roseville, California",9.4,125,13.8,183,132978.7234
2016,"St. George, Utah",13.1,107,19,155,81679.38931
2016,"North Tonawanda, New York",15.3,47,16.6,51,30718.95425
2016,"Oakdale, Minnesota",11.3,32,13.5,38,28318.58407
2016,"Galveston, Texas",28.2,143,35.3,179,50709.21986
2016,"Alexandria, Louisiana",32.8,157,39.6,190,47865.85366
2016,"Ithaca, New York",21.3,66,23.9,74,30985.91549
2016,"Parkersburg, West Virginia",22,68,24.6,76,30909.09091
2016,"South Jordan, Utah",7.1,50,8.3,58,70422.53521
2016,"Lancaster, Ohio",16.8,67,21,84,39880.95238
2016,"Meridian Township, Michigan",9.1,39,10.3,44,42857.14286
2016,"Needham, Massachusetts",15,46,17.9,55,30666.66667
2016,"Tredyffrin Township, Pennsylvania",14.2,42,15.9,47,29577.46479
2016,"Sandy Springs, Georgia",11.8,127,13.4,144,107627.1186
2016,"Austin, Texas",18.9,"1,807",24.7,"2,361",956084.6561
2016,"Fargo, North Dakota",13.2,160,15.1,183,121212.1212
2016,"Gurnee, Illinois",19.3,60,29,90,31088.0829
2016,"Lansing, Michigan",16.3,188,18.5,213,115337.4233
2016,"Hagerstown, Maryland",24.9,101,28.1,114,40562.249
2016,"Lenexa, Kansas",16.5,88,24,128,53333.33333
2016,"Palm Springs, California",18.4,88,26.5,127,47826.08696
2016,"Sunnyvale, California",13.6,209,18,278,153676.4706
2016,"Fremont, California",7.6,180,12,282,236842.1053
2016,"Londonderry, New Hampshire",22,56,27.5,70,25454.54545
2016,"Sunrise, Florida",18.5,175,24.5,231,94594.59459
2016,"Williston, North Dakota",16.7,50,23.1,69,29940.11976
2016,"LaGrange, Georgia",27.2,84,32.3,100,30882.35294
2016,"San Francisco, California",26.4,"2,296",33.2,"2,892",869696.9697
2016,"East Orange, New Jersey",31.6,205,40.4,262,64873.41772
2016,"Hot Springs, Arkansas",28.6,102,36.4,130,35664.33566
2016,"Jackson, Michigan",13.9,46,17.5,58,33093.52518
2016,"Germantown, Tennessee",25.4,100,31.3,123,39370.07874
2016,"Cleveland, Ohio",37.4,"1,444",43.4,"1,678",386096.2567
2016,"Palo Alto, California",11.7,79,20.4,137,67521.36752
2016,"Cornelius, North Carolina",21.6,62,26.8,77,28703.7037
2016,"Sherman, Texas",14.8,61,20.2,83,41216.21622
2016,"Wheeling, West Virginia",24.7,68,28,77,27530.36437
2016,"Chelsea, Massachusetts",27.4,110,29.7,119,40145.9854
2016,"Rialto, California",10.1,105,13.7,142,103960.396
2016,"Brownstown Township, Michigan",10.4,32,12.6,39,30769.23077
2016,"Raytown, Missouri",18,53,24.5,72,29444.44444
2016,"Horn Lake, Mississippi",18.5,50,24.7,67,27027.02703
2016,"Fort Collins, Colorado",12.5,206,17.7,292,164800
2016,"Pleasanton, California",9.5,77,13.5,110,81052.63158
2016,"Jupiter, Florida",17.7,114,22.1,142,64406.77966
2016,"Wylie, Texas",12.8,61,13.8,66,47656.25
2016,"Longview, Washington",15.7,58,18.7,69,36942.67516
2016,"Harlingen, Texas",19.7,130,25.8,170,65989.84772
2016,"Covington, Kentucky",26.3,108,28.2,116,41064.63878
2016,"Huntsville, Texas",14,58,15.7,65,41428.57143
2016,"League City, Texas",11.2,114,15.4,156,101785.7143
2016,"Enterprise, Alabama",18.4,52,24.8,70,28260.86957
2016,"Holly Springs, North Carolina",14.9,49,18.3,60,32885.90604
2016,"Woburn, Massachusetts",18.9,75,20.2,80,39682.53968
2016,"Calexico, California",5.7,23,8.7,35,40350.87719
2016,"Tigard, Oregon",14.1,73,17,88,51773.04965
2016,"Strongsville, Ohio",15.9,71,19,85,44654.08805
2016,"Cranberry Township, Pennsylvania",8.7,27,10,31,31034.48276
2016,"Anchorage, Alaska",11.9,356,16.6,497,299159.6639
2016,"Costa Mesa, California",9.8,112,15.1,172,114285.7143
2016,"McKinney, Texas",11.1,189,13.8,234,170270.2703
2016,"Northglenn, Colorado",15,60,19.8,79,40000
2016,"Wentzville, Missouri",17.1,63,22.7,84,36842.10526
2016,"Albany, New York",34.1,336,43.9,433,98533.72434
2016,"Pittsfield Township, Michigan",10.3,40,14.7,57,38834.95146
2016,"Escondido, California",10.2,156,13.8,211,152941.1765
2016,"Manitowoc, Wisconsin",19.2,63,22.2,73,32812.5
2016,"Broomfield, Colorado",16.1,108,31.2,209,67080.74534
2016,"St. Petersburg, Florida",21.1,548,29.2,759,259715.6398
2016,"Wall Township, New Jersey",25.4,66,35,91,25984.25197
2016,"Stafford Township, New Jersey",18.9,51,26.3,71,26984.12698
2016,"Daly City, California",9.3,100,12.4,133,107526.8817
2016,"Chelmsford, Massachusetts",14.8,52,18.2,64,35135.13514
2016,"Rocklin, California",8.9,55,12.7,79,61797.75281
2016,"Asheboro, North Carolina",27.1,71,30.1,79,26199.26199
2016,"Fayetteville, North Carolina",21.9,442,29.7,601,201826.484
2016,"Mundelein, Illinois",16.1,51,22.1,70,31677.01863
2016,"Blacksburg, Virginia",13.7,61,15.9,71,44525.54745
2016,"Apex, North Carolina",15.6,74,19.2,91,47435.89744
2016,"St. Cloud, Minnesota",15.6,105,19.6,132,67307.69231
2016,"Seguin, Texas",19.8,56,27.5,78,28282.82828
2016,"Kansas City, Missouri",28.3,"1,356",39.2,"1,875",479151.9435
2016,"Rapid City, South Dakota",15.3,114,19.2,143,74509.80392
2016,"Concord, California",11.5,150,15.5,201,130434.7826
2016,"North Lauderdale, Florida",11.5,51,13.1,58,44347.82609
2016,"Saginaw, Michigan",10.8,53,12.5,61,49074.07407
2016,"Coral Gables, Florida",30.8,160,44.1,229,51948.05195
2016,"Moscow, Idaho",13.8,35,17,43,25362.31884
2016,"Seaside, California",10.6,37,13.2,46,34905.66038
2016,"Tuscaloosa, Alabama",27.4,274,35.2,352,100000
2016,"Northampton Township, Pennsylvania",10.4,41,11.9,47,39423.07692
2016,"Madison, Mississippi",25.7,67,32.9,86,26070.03891
2016,"Burlington, Vermont",22.6,96,31.6,134,42477.87611
2016,"Centennial, Colorado",12.3,137,15.3,171,111382.1138
2016,"San Jose, California",9,939,13,"1,352",1043333.333
2016,"Watertown, Massachusetts",19.3,67,20.5,71,34715.02591
2016,"Garden City, Kansas",22.9,62,33.7,91,27074.23581
2016,"Miami, Florida",26.7,"1,201",34.7,"1,559",449812.7341
2016,"West Palm Beach, Florida",25.7,278,33.8,365,108171.2062
2016,"San Ramon, California",8.5,65,10.5,81,76470.58824
2016,"Cleveland, Tennessee",19.1,85,23.2,103,44502.6178
2016,"Derry Township, Dauphin County, Pennsylvania",15.6,39,23.2,58,25000
2016,"Linden, New Jersey",30.2,127,36.3,153,42052.98013
2016,"Woodbridge Township, New Jersey",19,194,24.7,252,102105.2632
2016,"Dearborn, Michigan",20,189,26,246,94500
2016,"Wilkes-Barre, Pennsylvania",19.9,81,22.6,92,40703.51759
2016,"Lynchburg, Virginia",21.4,172,24.7,198,80373.83178
2016,"Salt Lake City, Utah",22.4,435,27.9,542,194196.4286
2016,"El Cajon, California",11.6,121,17.1,179,104310.3448
2016,"Edinburg, Texas",16.3,141,22.5,195,86503.06748
2016,"New Windsor Town, New York",14.2,38,17.9,48,26760.56338
2016,"Branford, Connecticut",17.4,49,22,62,28160.91954
2016,"Trenton, New Jersey",29.4,246,45.6,381,83673.46939
2016,"Euclid, Ohio",19.4,92,20.7,98,47422.68041
2016,"East Brunswick Township, New Jersey",17.1,84,22.4,110,49122.80702
2016,"Elk Grove, California",7.5,128,12.4,211,170666.6667
2016,"Jamestown, New York",19.7,59,22.8,68,29949.23858
2016,"Cary, North Carolina",11.2,185,13.5,223,165178.5714
2016,"Georgetown, Texas",11.9,80,17.3,117,67226.89076
2016,"Peachtree City, Georgia",17.8,63,19.2,68,35393.25843
2016,"Las Vegas Metropolitan Police, Nevada",20.9,"3,326",30.5,"4,855",1591387.56
2016,"Ames, Iowa",7.8,52,11.5,76,66666.66667
2016,"Hamilton Township, New Jersey",19.1,169,23.1,205,88481.67539
2016,"La Mesa, California",11.2,68,16,97,60714.28571
2016,"Pembroke Pines, Florida",12.9,218,17.6,298,168992.2481
2016,"Harrison Town, New York",22.1,63,25.9,74,28506.78733
2016,"Mesquite, Texas",15,218,20.6,300,145333.3333
2016,"Peoria, Arizona",10.5,184,15.7,275,175238.0952
2016,"Antioch, California",8.5,95,11,123,111764.7059
2016,"Reno, Nevada",12.7,311,15.3,375,244881.8898
2016,"Howell Township, New Jersey",16.4,86,19.5,102,52439.02439
2016,"Menlo Park, California",13.9,47,19.9,67,33812.94964
2016,"Spokane, Washington",14.3,307,18.7,400,214685.3147
2016,"Brighton Town, New York",10.3,38,11.9,44,36893.20388
2016,"Tamarac, Florida",12.4,81,15.1,99,65322.58065
2016,"Victoria, Texas",15.6,107,20.7,142,68589.74359
2016,"Socorro, Texas",8.7,29,12.3,41,33333.33333
2016,"Turlock, California",10.7,78,16,117,72897.19626
2016,"Elmhurst, Illinois",14.5,67,19.2,89,46206.89655
2016,"Meridian, Idaho",9.8,92,12.2,115,93877.55102
2016,"Wyoming, Michigan",11.5,87,13.4,102,75652.17391
2016,"Fontana, California",8.8,185,13.1,275,210227.2727
2016,"Oakland Park, Florida",18.9,85,21.4,96,44973.54497
2016,"Minnetonka, Minnesota",10,52,13.3,69,52000
2016,"East Lansing, Michigan",11.1,54,13.8,67,48648.64865
2016,"North Providence, Rhode Island",18.7,61,24,78,32620.32086
2016,"Pharr, Texas",16.1,125,21.1,164,77639.75155
2016,"Amarillo, Texas",17.1,343,20.5,411,200584.7953
2016,"Foster City, California",10.6,36,14.7,50,33962.26415
2016,"Henderson, Kentucky",20.8,60,28,81,28846.15385
2016,"Broken Arrow, Oklahoma",12.8,138,17.4,188,107812.5
2016,"McAllen, Texas",18.4,262,28.7,408,142391.3043
2016,"Twin Falls, Idaho",14.8,71,21.2,102,47972.97297
2016,"Beaumont, California",8.4,38,12.4,56,45238.09524
2016,"San Fernando, California",10.7,27,16.3,41,25233.64486
2016,"Thornton, Colorado",13.2,180,18,245,136363.6364
2016,"Orland Park, Illinois",16.6,98,21,124,59036.14458
2016,"Niagara Falls, New York",32.3,157,36.6,178,48606.81115
2016,"Lewiston, Idaho",12.6,41,19.3,63,32539.68254
2016,"Norwood, Massachusetts",19.6,57,23.4,68,29081.63265
2016,"Joplin, Missouri",19.6,102,28.1,146,52040.81633
2016,"South Gate, California",8.2,79,12.2,118,96341.46341
2016,"Irving, Texas",13.7,330,20,482,240875.9124
2016,"Ridgefield, Connecticut",16.6,42,18.9,48,25301.20482
2016,"Atlanta, Georgia",35.8,"1,694",45.3,"2,140",473184.3575
2016,"New Berlin, Wisconsin",16.8,67,19.6,78,39880.95238
2016,"Cooper City, Florida",16,59,20.9,77,36875
2016,"Edmond, Oklahoma",13,119,17.2,158,91538.46154
2016,"Castle Rock, Colorado",12.1,69,16.3,93,57024.79339
2016,"DeWitt Town, New York",17.2,44,18.7,48,25581.39535
2016,"Weslaco, Texas",16.5,66,22.5,90,40000
2016,"State College, Pennsylvania",9.5,55,11.2,65,57894.73684
2016,"Savannah-Chatham Metropolitan, Georgia",23.6,570,34,821,241525.4237
2016,"Alton, Illinois",21.6,58,28,75,26851.85185
2016,"Hercules, California",7.8,20,8.6,22,25641.02564
2016,"Prior Lake, Minnesota",9.7,25,10.9,28,25773.19588
2016,"Neptune Township, New Jersey",26.5,73,30.2,83,27547.16981
2016,"Gahanna, Ohio",15.2,53,19.5,68,34868.42105
2016,"Missouri City, Texas",13.5,102,17.3,131,75555.55556
2016,"Tualatin, Oregon",13.5,37,16.4,45,27407.40741
2016,"Findlay, Ohio",15.6,64,19.9,82,41025.64103
2016,"Cheltenham Township, Pennsylvania",18.9,70,21,78,37037.03704
2016,"Texarkana, Texas",23.2,87,26.4,99,37500
2016,"Los Banos, California",9.8,37,16.4,62,37755.10204
2016,"Melbourne, Florida",18.8,152,26.1,211,80851.06383
2016,"Chesterfield Township, Michigan",9.1,41,12.2,55,45054.94505
2016,"Hamden, Connecticut",17.7,108,22.1,135,61016.94915
2016,"Rexburg, Idaho",11.4,32,14.2,40,28070.17544
2016,"Warminster Township, Pennsylvania",13.2,43,14.7,48,32575.75758
2016,"Round Lake Beach, Illinois",13.3,37,13.7,38,27819.54887
2016,"Wayne Township, New Jersey",20.7,114,25.6,141,55072.46377
2016,"Spring Valley Village, New York",15.5,51,17.7,58,32903.22581
2016,"Taylor, Michigan",12.1,74,14.7,90,61157.02479
2016,"Cincinnati, Ohio",35.2,"1,051",43.2,"1,292",298579.5455
2016,"St. Louis Park, Minnesota",10.9,53,13.7,67,48623.85321
2016,"Newington, Connecticut",16.7,51,20.9,64,30538.92216
2016,"Greenwich, Connecticut",24,151,28.3,178,62916.66667
2016,"Lodi, California",10.3,67,14.9,97,65048.54369
2016,"Bowie, Maryland",10.7,63,13.6,80,58878.50467
2016,"Walpole, Massachusetts",15.9,40,21,53,25157.2327
2016,"Lake Havasu City, Arizona",12.7,68,19.2,103,53543.30709
2016,"Reading, Pennsylvania",18.2,160,20.7,182,87912.08791
2016,"Northampton, Massachusetts",22.1,63,24.2,69,28506.78733
2016,"Muskegon, Michigan",19.2,74,21.3,82,38541.66667
2016,"Maricopa, Arizona",13.1,65,17.3,86,49618.32061
2016,"Dracut, Massachusetts",12.3,39,14.2,45,31707.31707
2016,"Blackman Township, Michigan",9.1,34,9.3,35,37362.63736
2016,"Buffalo, New York",26.9,693,35,900,257620.8178
2016,"White Lake Township, Michigan",8.4,26,11.6,36,30952.38095
2016,"Orange, California",10.1,143,15,213,141584.1584
2016,"Longmont, Colorado",14.7,137,21.9,204,93197.27891
2016,"Chapel Hill, North Carolina",17.3,104,21.2,127,60115.60694
2016,"Berkeley Township, New Jersey",15.8,66,21.1,88,41772.1519
2016,"Ogden, Utah",14.9,128,18.2,156,85906.04027
2016,"Milwaukee, Wisconsin",31.5,"1,889",38.8,"2,328",599682.5397
2016,"Ankeny, Iowa",9.1,54,10.5,62,59340.65934
2016,"Puyallup, Washington",13.9,56,19.2,77,40287.76978
2016,"Rosenberg, Texas",19.3,70,25.3,92,36269.43005
2016,"Casselberry, Florida",17.6,48,20.9,57,27272.72727
2016,"Wichita, Kansas",15.6,612,20.3,794,392307.6923
2016,"Grand Prairie, Texas",13.5,257,20.2,384,190370.3704
2016,"Fullerton, California",9.9,141,14.8,210,142424.2424
2016,"Kingsville, Texas",17.9,47,25.5,67,26256.98324
2016,"Dunwoody, Georgia",11,54,13,64,49090.90909
2016,"Fountain Valley, California",10.3,59,14,80,57281.5534
2016,"Del Rio, Texas",16.6,60,21,76,36144.57831
2016,"Beloit, Wisconsin",17.6,65,20.9,77,36931.81818
2016,"Montclair, New Jersey",27.3,104,31.8,121,38095.2381
2016,"Elkhart, Indiana",22.9,120,27,142,52401.74672
2016,"Cedar City, Utah",11.8,36,13.1,40,30508.47458
2016,"Cheektowaga Town, New York",16.1,126,20.7,162,78260.86957
2016,"West Warwick, Rhode Island",18.1,52,21.9,63,28729.28177
2016,"Sammamish, Washington",6,32,7.5,40,53333.33333
2016,"Perth Amboy, New Jersey",22.6,119,27.3,144,52654.86726
2016,"Dublin, Ohio",13.7,63,19.8,91,45985.40146
2016,"Dover, Delaware",27.8,105,36,136,37769.78417
2016,"Burbank, California",14.6,154,22.1,234,105479.4521
2016,"Tustin, California",10.7,87,16,131,81308.41121
2016,"Roanoke, Virginia",24.5,245,29.2,292,100000
2016,"Berkeley, California",14.3,175,21.4,263,122377.6224
2016,"Arvada, Colorado",13.5,158,18.3,215,117037.037
2016,"Riverhead Town, New York",25.1,85,30.5,103,33864.54183
2016,"Royal Oak, Michigan",13.1,78,15.7,93,59541.98473
2016,"Alvin, Texas",18,47,29.1,76,26111.11111
2016,"Grand Junction, Colorado",18.3,111,32.5,197,60655.7377
2016,"Bountiful, Utah",8.2,36,12,53,43902.43902
2016,"Aiken, South Carolina",27.9,86,37,114,30824.37276
2016,"Maryville, Tennessee",17.4,50,19.5,56,28735.63218
2016,"Rockwall, Texas",18.4,80,23,100,43478.26087
2016,"Miami Beach, Florida",42.3,394,52.8,492,93144.20804
2016,"White Plains, New York",32.5,191,34.2,201,58769.23077
2016,"Manchester, Connecticut",17.9,104,23.3,135,58100.55866
2016,"South Bend, Indiana",23.6,240,27.9,284,101694.9153
2016,"University Place, Washington",4.5,15,4.8,16,33333.33333
2016,"Taunton, Massachusetts",20.1,114,21.2,120,56716.41791
2016,"East Haven, Connecticut",18,52,19.4,56,28888.88889
2016,"Bossier City, Louisiana",23.2,161,28.8,200,69396.55172
2016,"Carmel Town, New York",9,31,11.1,38,34444.44444
2016,"Medford, Oregon",12.4,100,17,137,80645.16129
2016,"Gillette, Wyoming",15.4,51,23.5,78,33116.88312
2016,"New Milford, Connecticut",18.4,50,22.9,62,27173.91304
2016,"Lincoln Park, Michigan",10.9,40,12.5,46,36697.24771
2016,"Haltom City, Texas",15.9,71,18.9,84,44654.08805
2016,"North Charleston, South Carolina",29.6,327,35.7,394,110472.973
2016,"Odessa, Texas",13.5,166,17.9,220,122962.963
2016,"Citrus Heights, California",10,88,15.3,134,88000
2016,"Kent, Washington",10.8,139,14.6,188,128703.7037
2016,"Charleston, South Carolina",31.8,430,39.2,530,135220.1258
2016,"Hallandale, Florida",23,92,32.3,129,40000
2016,"Hialeah, Florida",10.9,260,13.5,324,238532.1101
2016,"Savage, Minnesota",10.3,32,12.9,40,31067.96117
2016,"Olathe, Kansas",12.2,166,14.3,194,136065.5738
2016,"Bella Vista, Arkansas",9.5,27,14.1,40,28421.05263
2016,"Gainesville, Florida",22.8,299,27.4,360,131140.3509
2016,"Delano, California",9.5,50,13.1,69,52631.57895
2016,"Farmers Branch, Texas",20.3,68,29.8,100,33497.53695
2016,"Allentown, Pennsylvania",18.2,220,19.9,240,120879.1209
2016,"Wheeling, Illinois",15.7,60,24.9,95,38216.56051
2016,"Coeur d'Alene, Idaho",16,80,19.5,98,50000
2016,"Rochester, Minnesota",12.1,137,17,193,113223.1405
2016,"Goodyear, Arizona",11.7,96,16.1,132,82051.28205
2016,"Simi Valley, California",9.6,122,13.9,177,127083.3333
2016,"Corpus Christi, Texas",13.5,444,19.1,625,328888.8889
2016,"Hobbs, New Mexico",23.9,94,32.5,128,39330.54393
2016,"Orlando, Florida",25.7,715,32.9,915,278210.1167
2016,"Lufkin, Texas",20.5,75,27.1,99,36585.36585
2016,"Federal Way, Washington",13.5,130,16.5,159,96296.2963
2016,"Zionsville, Indiana",10.8,29,11.2,30,26851.85185
2016,"College Station, Texas",11.7,130,16.9,187,111111.1111
2016,"Athens-Clarke County, Georgia",18.4,228,23.6,292,123913.0435
2016,"Atlantic City, New Jersey",70.9,278,101.3,397,39210.15515
2016,"Greensboro, North Carolina",23.6,681,27.2,786,288559.322
2016,"Garland, Texas",13.6,326,19,454,239705.8824
2016,"Eden Prairie, Minnesota",10.5,67,14.5,93,63809.52381
2016,"Cherry Hill Township, New Jersey",19.6,139,23.4,166,70918.36735
2016,"Winchester, Virginia",26.3,72,35.1,96,27376.42586
2016,"Colleyville, Texas",16.5,43,18.8,49,26060.60606
2016,"Livermore, California",9.9,89,14.9,133,89898.9899
2016,"Hampden Township, Pennsylvania",8.4,25,8.8,26,29761.90476
2016,"Gloucester, Massachusetts",15.8,47,17.4,52,29746.83544
2016,"Richardson, Texas",13.7,155,21.9,248,113138.6861
2016,"Sandy, Utah",11.5,109,15.1,143,94782.6087
2016,"Barnstable, Massachusetts",25.7,113,29.1,128,43968.8716
2016,"Sachse, Texas",11,28,16.5,42,25454.54545
2016,"Billings, Montana",13.3,148,15.8,176,111278.1955
2016,"Johns Creek, Georgia",8.5,72,9.6,81,84705.88235
2016,"Falls Township, Bucks County, Pennsylvania",15.4,52,17.7,60,33766.23377
2016,"Westminster, Colorado",15.2,174,21.6,247,114473.6842
2016,"Florence, Alabama",26.1,105,32.4,130,40229.88506
2016,"Margate, Florida",18.1,105,24.1,140,58011.04972
2016,"Kenner, Louisiana",24.9,167,34.5,232,67068.27309
2016,"Phoenix, Arizona",17.4,"2,762",23.4,"3,706",1587356.322
2016,"Glenview, Illinois",14.4,69,15.4,74,47916.66667
2016,"Oklahoma City, Oklahoma",17.3,"1,113",21.5,"1,381",643352.6012
2016,"Spokane Valley, Washington",10.5,101,10.6,102,96190.47619
2016,"Plymouth Township, Michigan",11.2,30,17.9,48,26785.71429
2016,"Vancouver, Washington",11,193,13.4,235,175454.5455
2016,"Brentwood, Tennessee",13.6,58,17.1,73,42647.05882
2016,"Aventura, Florida",21,80,31.3,119,38095.2381
2016,"Frisco, Texas",10.2,166,15.2,247,162745.098
2016,"Union City, New Jersey",23.4,162,35.9,249,69230.76923
2016,"Stamford, Connecticut",20.5,267,24.2,315,130243.9024
2016,"New Orleans, Louisiana",29.5,"1,171",35.3,"1,403",396949.1525
2016,"Newton, Massachusetts",16.7,149,21.9,195,89221.55689
2016,"Bloomington, Illinois",15.9,125,20.5,161,78616.3522
2016,"Greece Town, New York",10.2,99,10.8,105,97058.82353
2016,"Marion, Iowa",11.9,45,15.1,57,37815.12605
2016,"Folsom, California",9.1,70,12.3,95,76923.07692
2016,"Springfield, Oregon",10.6,65,15.7,96,61320.75472
2016,"Boynton Beach, Florida",19.7,148,26.9,202,75126.90355
2016,"Tracy, California",9.7,85,14.3,126,87628.86598
2016,"Denton, Texas",12,161,16.2,217,134166.6667
